id,name,types,abilities,sprite_url,hp,attack,defense,special-attack,special-defense,speed,special_category,has_mega,mega_name,mega_sprite_url,mega_types,mega_abilities,mega_hp,mega_attack,mega_defense,mega_special-attack,mega_special-defense,mega_speed,has_mega_2,mega_2_name,mega_2_sprite_url,mega_2_types,mega_2_abilities,mega_2_hp,mega_2_attack,mega_2_defense,mega_2_special-attack,mega_2_special-defense,mega_2_speed
551,sandile,"ground,dark","intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,50,72,35,35,35,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
552,krokorok,"ground,dark","intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,60,82,45,45,45,74,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
553,krookodile,"ground,dark","intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,95,117,80,65,70,92,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
554,darumaka,fire,"hustle,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,70,90,45,15,45,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
555,darmanitan-standard,fire,"sheer-force,zen-mode",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,105,140,55,30,55,95,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
556,maractus,grass,"water-absorb,chlorophyll,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,75,86,67,106,67,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
557,dwebble,"bug,rock","sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,50,65,85,35,35,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
558,crustle,"bug,rock","sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,70,105,125,65,75,45,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
559,scraggy,"dark,fighting","shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,50,75,70,35,70,48,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
560,scrafty,"dark,fighting","shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,65,90,115,45,115,58,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
561,sigilyph,"psychic,flying","wonder-skin,magic-guard,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,72,58,80,103,80,97,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
562,yamask,ghost,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,38,30,85,55,65,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
563,cofagrigus,ghost,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,58,50,145,95,105,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
564,tirtouga,"water,rock","solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,54,78,103,53,45,22,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
565,carracosta,"water,rock","solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,74,108,133,83,65,32,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
566,archen,"rock,flying",defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,55,112,45,74,45,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
567,archeops,"rock,flying",defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,75,140,65,112,65,110,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
568,trubbish,poison,"stench,sticky-hold,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,50,50,62,40,62,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
569,garbodor,poison,"stench,weak-armor,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,80,95,82,60,82,75,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
570,zorua,dark,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,40,65,40,80,40,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
571,zoroark,dark,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,60,105,60,120,60,105,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
572,minccino,normal,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,55,50,40,40,40,75,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
573,cinccino,normal,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,75,95,60,65,60,115,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
574,gothita,psychic,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,45,30,50,55,65,45,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
575,gothorita,psychic,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,60,45,70,75,85,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
576,gothitelle,psychic,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,70,55,95,95,110,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
577,solosis,psychic,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,45,30,40,105,50,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
578,duosion,psychic,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,65,40,50,125,60,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
579,reuniclus,psychic,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,110,65,75,125,85,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
580,ducklett,"water,flying","keen-eye,big-pecks,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,62,44,50,44,50,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
581,swanna,"water,flying","keen-eye,big-pecks,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,75,87,63,87,63,98,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
582,vanillite,ice,"ice-body,snow-cloak,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,36,50,50,65,60,44,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
583,vanillish,ice,"ice-body,snow-cloak,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,51,65,65,80,75,59,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
584,vanilluxe,ice,"ice-body,snow-warning,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,71,95,85,110,95,79,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
585,deerling,"normal,grass","chlorophyll,sap-sipper,serene-grace",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,60,60,50,40,50,75,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
586,sawsbuck,"normal,grass","chlorophyll,sap-sipper,serene-grace",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,80,100,70,60,70,95,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
587,emolga,"electric,flying","static,motor-drive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,55,75,60,75,60,103,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
588,karrablast,bug,"swarm,shed-skin,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,50,75,45,40,45,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
589,escavalier,"bug,steel","swarm,shell-armor,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,70,135,105,60,105,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
590,foongus,"grass,poison","effect-spore,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,69,55,45,55,55,15,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
591,amoonguss,"grass,poison","effect-spore,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,114,85,70,85,80,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
592,frillish,"water,ghost","water-absorb,cursed-body,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,55,40,50,65,85,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
593,jellicent,"water,ghost","water-absorb,cursed-body,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,100,60,70,85,105,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
594,alomomola,water,"healer,hydration,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,165,75,80,40,45,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
595,joltik,"bug,electric","compound-eyes,unnerve,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,50,47,50,57,50,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
596,galvantula,"bug,electric","compound-eyes,unnerve,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,70,77,60,97,60,108,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
597,ferroseed,"grass,steel",iron-barbs,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,44,50,91,24,86,10,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
598,ferrothorn,"grass,steel","iron-barbs,anticipation",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,74,94,131,54,116,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
599,klink,steel,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,40,55,70,45,60,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
600,klang,steel,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,60,80,95,70,85,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
601,klinklang,steel,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,60,100,115,70,85,90,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
602,tynamo,electric,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,35,55,40,45,40,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
603,eelektrik,electric,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,65,85,70,75,70,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
604,eelektross,electric,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,85,115,80,105,80,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
605,elgyem,psychic,"telepathy,synchronize,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,55,55,55,85,55,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
606,beheeyem,psychic,"telepathy,synchronize,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,75,75,75,125,95,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
607,litwick,"ghost,fire","flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,50,30,55,65,55,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
608,lampent,"ghost,fire","flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,60,40,60,95,60,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
609,chandelure,"ghost,fire","flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,60,55,90,145,90,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
610,axew,dragon,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,46,87,60,30,40,57,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
611,fraxure,dragon,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,66,117,70,40,50,67,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
612,haxorus,dragon,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,76,147,90,60,70,97,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
613,cubchoo,ice,"snow-cloak,slush-rush,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,55,70,40,60,40,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
614,beartic,ice,"snow-cloak,slush-rush,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,95,130,80,70,80,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
615,cryogonal,ice,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,80,50,50,95,135,105,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
616,shelmet,bug,"hydration,shell-armor,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,50,40,85,40,65,25,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
617,accelgor,bug,"hydration,sticky-hold,unburden",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,80,70,40,100,60,145,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
618,stunfisk,"ground,electric","static,limber,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,109,66,84,81,99,32,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
619,mienfoo,fighting,"inner-focus,regenerator,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,45,85,50,55,50,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
620,mienshao,fighting,"inner-focus,regenerator,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,65,125,60,95,60,105,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
621,druddigon,dragon,"rough-skin,sheer-force,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,77,120,90,60,90,48,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
622,golett,"ground,ghost","iron-fist,klutz,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,59,74,50,35,50,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
623,golurk,"ground,ghost","iron-fist,klutz,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,89,124,80,55,80,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
624,pawniard,"dark,steel","defiant,inner-focus,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,45,85,70,40,40,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
625,bisharp,"dark,steel","defiant,inner-focus,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,65,125,100,60,70,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
626,bouffalant,normal,"reckless,sap-sipper,soundproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,95,110,95,40,95,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
627,rufflet,"normal,flying","keen-eye,sheer-force,hustle",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,70,83,50,37,50,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
628,braviary,"normal,flying","keen-eye,sheer-force,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,100,123,75,57,75,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
629,vullaby,"dark,flying","big-pecks,overcoat,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,70,55,75,45,65,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
630,mandibuzz,"dark,flying","big-pecks,overcoat,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,110,65,105,55,95,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
631,heatmor,fire,"gluttony,flash-fire,white-smoke",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,85,97,66,105,66,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
632,durant,"bug,steel","swarm,hustle,truant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,58,109,112,48,48,109,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
633,deino,"dark,dragon",hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,52,65,50,45,50,38,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
634,zweilous,"dark,dragon",hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,72,85,70,65,70,58,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
635,hydreigon,"dark,dragon",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,92,105,90,125,90,98,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
636,larvesta,"bug,fire","flame-body,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,55,85,55,50,55,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
637,volcarona,"bug,fire","flame-body,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,85,60,65,135,105,100,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
638,cobalion,"steel,fighting",justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,91,90,129,90,72,108,Sub-Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
639,terrakion,"rock,fighting",justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,91,129,90,72,90,108,Sub-Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
640,virizion,"grass,fighting",justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,91,90,72,90,129,108,Sub-Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
641,tornadus-incarnate,flying,"prankster,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,79,115,70,125,80,111,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
642,thundurus-incarnate,"electric,flying","prankster,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,79,115,70,125,80,111,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
643,reshiram,"dragon,fire",turboblaze,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,100,120,100,150,120,90,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
644,zekrom,"dragon,electric",teravolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,100,150,120,120,100,90,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
645,landorus-incarnate,"ground,flying","sand-force,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,89,125,90,115,80,101,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
646,kyurem,"dragon,ice",pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,125,130,90,130,90,95,Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
647,keldeo-ordinary,"water,fighting",justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,91,72,90,129,90,108,Mythical,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
648,meloetta-aria,"normal,psychic",serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,100,77,77,128,128,90,Mythical,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
649,genesect,"bug,steel",download,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,71,120,95,120,95,99,Mythical,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
650,chespin,grass,"overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,56,61,65,48,45,38,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
651,quilladin,grass,"overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,61,78,95,56,58,57,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
652,chesnaught,"grass,fighting","overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,88,107,122,74,75,64,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
653,fennekin,fire,"blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,40,45,40,62,60,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
654,braixen,fire,"blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,59,59,58,90,70,73,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
655,delphox,"fire,psychic","blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,75,69,72,114,100,104,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
656,froakie,water,"torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,41,56,40,62,44,71,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
657,frogadier,water,"torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,54,63,52,83,56,97,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
658,greninja,"water,dark","torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,72,95,67,103,71,122,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
659,bunnelby,normal,"pickup,cheek-pouch,huge-power",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,38,36,38,32,36,57,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
660,diggersby,"normal,ground","pickup,cheek-pouch,huge-power",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,85,56,77,50,77,78,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
661,fletchling,"normal,flying","big-pecks,gale-wings",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,45,50,43,40,38,62,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
662,fletchinder,"fire,flying","flame-body,gale-wings",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,62,73,55,56,52,84,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
663,talonflame,"fire,flying","flame-body,gale-wings",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,78,81,71,74,69,126,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
664,scatterbug,bug,"shield-dust,compound-eyes,friend-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,38,35,40,27,25,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
665,spewpa,bug,"shed-skin,friend-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,45,22,60,27,30,29,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
666,vivillon,"bug,flying","shield-dust,compound-eyes,friend-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,80,52,50,90,50,89,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
667,litleo,"fire,normal","rivalry,unnerve,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,62,50,58,73,54,72,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
668,pyroar,"fire,normal","rivalry,unnerve,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,86,68,72,109,66,106,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
